seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy,class
a,a,N,41257,355,1,6,b,0,1,0,0,0,1393,1393,0
b,a,N,41703,128,0,-1,b,1,0,0,0,0,199,199,0
a,c,W,45779,35,-52,7,a,1,0,0,0,0,404,404,0
a,a,W,3225,63,-33,26,b,0,1,0,0,0,4508,4508,0
a,a,N,35420,58,-36,-14,a,0,1,0,0,0,1266,1266,0
a,a,N,39761,1068,-4,-21,a,0,0,0,0,0,0,0,0
a,a,W,16390,227,-56,10,a,1,0,0,0,0,727,727,0
a,a,N,81118,357,94,25,b,0,0,1,0,0,82454,39304,1
a,a,N,19811,199,10,16,b,0,0,0,0,0,0,0,0
a,a,W,9522,70,-19,-17,a,0,0,0,0,0,0,0,0
a,a,N,12478,50,47,-7,a,0,1,0,0,0,2039,2039,0
a,b,W,605772,2024,44,77,c,0,0,1,0,0,168912,54187,1
c,a,N,8596,679,29,6,a,0,1,0,0,0,1227,1227,0
a,a,N,239585,290,10,26,a,0,0,0,0,0,0,0,0
a,c,W,2433,705,13,25,a,0,1,0,0,0,1630,1630,0
a,a,W,34332,132,50,17,a,0,1,0,0,0,3406,3406,0
a,a,W,68313,55,-59,-16,b,0,0,0,0,0,0,0,0
b,b,W,6207,183,15,-8,a,0,1,0,0,0,1371,1371,0
b,b,W,59710,959,-7,-22,a,0,0,0,0,0,0,0,0
a,b,W,15376,262,2,62,a,0,1,0,0,0,3948,3948,0
b,c,N,71630,925,4,-26,a,0,1,0,0,0,1037,1037,0
b,a,N,103403,170,-39,6,a,1,0,0,0,0,791,791,0
a,c,W,9892,214,35,10,b,0,1,0,0,0,6519,6519,0
b,c,W,12753,92,35,-23,a,0,0,0,0,0,0,0,0
a,b,W,38531,969,40,44,c,0,0,0,0,0,0,0,0
a,a,N,28762,316,33,-9,b,0,0,0,0,0,0,0,0
b,b,N,6631,192,-18,29,a,0,0,0,0,0,0,0,0
a,a,N,19151,160,-13,36,a,1,0,0,0,0,426,426,0
b,b,N,49297,985,21,-13,a,0,0,0,0,0,0,0,0
a,a,W,43601,883,2,28,a,0,1,0,0,0,1051,1051,0
b,b,N,11313,347,41,3,a,0,1,0,0,0,1564,1564,0
a,a,N,47549,337,-24,-38,a,0,0,0,0,0,0,0,0
a,a,N,15650,545,-3,-9,a,1,0,0,0,0,642,642,0
a,b,W,28353,58,-42,-11,a,0,1,0,0,0,2743,2743,0
b,a,N,95365,210,-29,40,a,0,0,0,0,0,0,0,0
a,a,W,1044,48,-39,-13,a,0,0,0,0,0,0,0,0
a,a,N,61929,291,14,18,a,0,0,0,0,0,0,0,0
a,b,N,79803,47,-39,-15,a,0,0,0,0,0,0,0,0
a,a,N,47461,118,25,4,a,1,0,0,0,0,387,387,0
c,a,W,14507,342,5,5,a,1,0,0,0,0,416,416,0
a,a,N,33290,115,-43,-14,b,0,1,0,0,0,4382,4382,0
a,b,N,21823,125,-18,6,a,0,1,0,0,0,2728,2728,0
a,a,W,46764,137,-4,24,a,0,1,0,0,0,2285,2285,0
a,a,N,82005,426,30,1,a,0,0,0,0,0,0,0,0
a,a,N,372487,2822,107,64,a,0,0,1,0,0,247033,71791,1
a,a,N,2657,141,4,49,a,1,0,0,0,0,478,478,0
b,c,N,8816,125,39,7,a,0,1,0,0,0,1792,1792,0
a,b,N,58747,73,66,-8,a,0,0,0,0,0,0,0,0
a,a,W,52041,1415,-19,60,a,0,0,1,0,0,83840,45613,1
c,a,N,37031,364,-19,13,a,0,0,0,0,0,0,0,0
a,a,N,14614,1108,46,12,a,0,1,0,0,0,8584,8584,0
a,b,W,118026,32,8,-30,a,0,0,0,0,0,0,0,0
a,a,W,29380,413,-25,27,b,0,1,0,0,0,1383,1383,0
a,b,N,13796,555,-30,5,a,0,0,0,0,0,0,0,0
a,a,N,22691,568,22,32,a,0,0,0,0,0,0,0,0
b,a,N,16363,25,0,-5,a,0,0,0,0,0,0,0,0
a,a,W,1559,38,-9,-38,a,0,0,0,0,0,0,0,0
a,b,N,3629,934,11,-23,a,1,0,0,0,0,505,505,0
a,b,W,2968,166,11,6,a,1,0,0,0,0,390,390,0
a,a,W,6267,40,41,-4,a,0,0,0,0,0,0,0,0
a,a,W,7930,972,6,-17,a,1,0,0,0,0,972,972,0
a,a,N,87121,80,14,-23,a,0,1,0,0,0,2188,2188,0
a,b,N,6014,501,-35,8,a,0,1,0,0,0,9158,9158,0
a,a,N,48368,118,39,-5,a,0,0,0,0,0,0,0,0
b,a,W,78038,229,16,-8,a,0,1,0,0,0,1664,1664,0
b,a,N,78838,75,20,3,a,0,1,0,0,0,1903,1903,0
c,b,N,71528,1225,-24,-6,a,0,1,0,0,0,1500,1500,0
a,a,W,45431,220,13,-5,a,0,0,0,0,0,0,0,0
b,a,W,10138,425,1,23,a,0,1,0,0,0,1991,1991,0
a,a,W,22276,19,-30,-25,a,0,1,0,0,0,4227,4227,0
c,b,W,136828,2546,31,115,a,0,0,1,0,0,45776,25343,1
b,a,W,109259,287,-14,-15,a,0,0,0,0,0,0,0,0
c,a,N,11703,21,-36,28,a,0,0,0,0,0,0,0,0
c,a,W,17800,1413,-4,-22,a,1,0,0,0,0,569,569,0
a,a,N,10144,227,-17,5,a,0,0,0,0,0,0,0,0
a,a,W,35896,928,-10,42,b,0,0,0,0,0,0,0,0
a,c,N,69005,875,-44,-41,a,0,0,0,0,0,0,0,0
a,a,N,5694,513,-4,-30,a,0,0,0,0,0,0,0,0
c,a,W,33572,363,-43,-12,a,1,0,0,0,0,965,965,0
a,a,W,46825,52,33,9,a,0,0,0,0,0,0,0,0
a,a,N,24843,47,-38,18,b,1,0,0,0,0,27,27,0
a,a,W,64394,225,-42,-11,a,1,0,0,0,0,290,290,0
a,b,W,6131,75,1,-6,a,1,0,0,0,0,113,113,0
a,a,W,19011,150,-37,-34,a,1,0,0,0,0,404,404,0
a,c,W,1297,558,30,-39,a,0,0,0,0,0,0,0,0
a,a,W,72749,14,-11,3,a,0,1,0,0,0,1144,1144,0
a,a,W,2944,193,-7,71,a,0,1,0,0,0,1595,1595,0
a,a,W,47070,155,-32,-7,a,0,0,0,0,0,0,0,0
a,a,W,25510,495,28,-1,a,0,1,0,0,0,1165,1165,0
c,a,N,142956,162,-42,9,a,0,0,0,0,0,0,0,0
a,a,N,11972,497,-33,-25,a,0,0,0,0,0,0,0,0
a,a,W,59326,37,30,-59,a,0,1,0,0,0,3276,3276,0
a,a,W,2769,10,-39,-64,b,0,0,0,0,0,0,0,0
a,a,N,37107,44,-18,12,a,0,0,0,0,0,0,0,0
a,a,W,61369,449,-1,-13,a,0,1,0,0,0,1816,1816,0
a,b,W,5202,139,-66,-10,a,0,0,0,0,0,0,0,0
a,a,W,36855,704,-36,32,a,0,0,0,0,0,0,0,0
a,a,W,7580,34,2,24,b,0,1,0,0,0,2363,2363,0
b,a,N,39734,544,14,36,a,1,0,0,0,0,325,325,0
a,b,W,11597,1213,-2,-11,a,0,1,0,0,0,4563,4563,0
a,a,N,79916,1226,-7,16,a,0,1,0,0,0,2026,2026,0
c,b,W,19515,15,-17,-15,a,1,0,0,0,0,630,630,0
a,a,N,41799,84,27,-11,a,0,1,0,0,0,1154,1154,0
a,a,N,13367,333,-22,-22,a,1,0,0,0,0,294,294,0
a,a,N,14233,47,-26,-25,a,1,0,0,0,0,638,638,0
a,c,W,43763,408,-58,24,a,0,0,0,0,0,0,0,0
c,b,W,50447,99,4,-10,a,0,0,0,0,0,0,0,0
a,c,W,65811,162,-4,38,a,0,1,0,0,0,1476,1476,0
a,a,N,34656,192,-23,-30,a,0,1,0,0,0,4490,4490,0
b,b,W,32133,191,-15,15,a,0,1,0,0,0,2734,2734,0
a,a,W,27013,502,37,-12,a,1,0,0,0,0,872,872,0
a,b,N,73616,581,-12,23,b,0,1,0,0,0,3002,3002,0
b,a,W,127475,1179,23,15,a,1,0,0,0,0,624,624,0
a,b,N,12081,201,-4,-4,b,0,1,0,0,0,2482,2482,0
a,b,W,113894,364,-33,-12,a,0,0,0,0,0,0,0,0
a,a,N,37028,129,0,-8,a,0,1,0,0,0,3933,3933,0
b,a,N,15193,188,11,-17,a,0,1,0,0,0,1691,1691,0
a,a,N,3508,130,41,44,a,1,0,0,0,0,663,663,0
a,a,N,128091,1048,55,43,a,0,0,1,0,0,25122,17414,1
a,a,N,41217,334,-12,13,a,0,0,0,0,0,0,0,0
a,b,N,10591,149,0,10,a,0,0,0,0,0,0,0,0
a,a,N,83504,36,-9,-11,a,1,0,0,0,0,424,424,0
c,a,W,58640,441,13,31,a,0,0,0,0,0,0,0,0
a,a,N,8746,214,-22,9,a,0,0,0,0,0,0,0,0
a,a,W,55041,15,29,-23,a,0,1,0,0,0,1318,1318,0
b,a,W,10705,66,-22,-7,b,0,1,0,0,0,1509,1509,0
a,a,W,11647,557,15,33,a,1,0,0,0,0,65,65,0
b,a,N,124801,150,28,-38,c,0,0,0,0,0,0,0,0
a,a,W,42098,165,28,33,a,0,0,0,0,0,0,0,0
a,b,N,17390,914,30,-17,b,0,0,0,0,0,0,0,0
c,a,W,16945,92,-16,12,b,0,1,0,0,0,2230,2230,0
a,c,N,44568,155,-22,66,a,0,1,0,0,0,1029,1029,0
a,b,N,24663,394,-14,-3,a,0,1,0,0,0,5552,5552,0
a,a,W,253240,937,90,78,b,0,0,1,0,0,31107,13416,1
c,a,N,13406,314,-10,-7,c,1,0,0,0,0,679,679,0
b,a,W,3031,618,-22,-11,a,0,0,0,0,0,0,0,0
a,b,N,10651,835,-21,9,a,0,1,0,0,0,1468,1468,0
b,a,N,10181,139,18,-42,b,0,0,0,0,0,0,0,0
a,b,W,3385,73,-6,-22,a,0,1,0,0,0,1046,1046,0
a,a,N,52597,181,-25,-12,a,0,0,0,0,0,0,0,0
a,a,W,7691,439,-23,34,c,1,0,0,0,0,31,31,0
a,a,W,4926,360,18,9,b,0,0,0,0,0,0,0,0
a,a,W,8486,40,8,-29,b,0,0,0,0,0,0,0,0
a,a,N,130747,439,-6,-35,a,0,1,0,0,0,1101,1101,0
a,a,W,56800,277,10,-5,a,1,0,0,0,0,203,203,0
b,b,W,4755,25,-52,-23,c,1,0,0,0,0,10,10,0
b,b,W,39740,83,38,-12,a,0,0,0,0,0,0,0,0
a,a,W,57860,387,31,-6,a,1,0,0,0,0,456,456,0
b,a,N,11153,1199,0,-36,a,0,1,0,0,0,1902,1902,0
a,a,N,23620,705,39,-39,a,0,0,0,0,0,0,0,0
b,b,W,42679,135,-30,11,a,0,0,0,0,0,0,0,0
a,a,W,2198,55,-11,20,a,0,1,0,0,0,1877,1877,0
a,a,W,32018,573,20,7,a,0,1,0,0,0,1164,1164,0
a,a,W,21744,182,17,-16,a,0,1,0,0,0,3069,3069,0
a,a,W,65456,298,57,-72,a,0,1,0,0,0,2068,2068,0
a,c,W,10617,49,-15,-25,a,0,1,0,0,0,1764,1764,0
b,b,N,19972,223,28,9,a,0,1,0,0,0,1295,1295,0
a,a,W,103017,807,18,10,a,0,0,0,0,0,0,0,0
b,b,W,24910,52,53,9,a,0,1,0,0,0,2382,2382,0
a,c,W,9291,344,-3,27,a,0,0,0,0,0,0,0,0
a,a,W,48740,299,-59,32,a,0,0,0,0,0,0,0,0
a,b,W,12721,65,17,12,a,0,0,0,0,0,0,0,0
a,a,W,29298,69,18,9,a,0,0,0,0,0,0,0,0
a,a,N,4612,181,4,28,a,0,1,0,0,0,6556,6556,0
a,a,N,8692,124,65,-57,a,0,0,0,0,0,0,0,0
b,c,W,285813,566,31,-71,a,1,0,0,0,0,898,898,0
a,a,N,51479,187,-21,-2,b,0,1,0,0,0,3120,3120,0
a,b,W,23623,360,-55,33,b,0,1,0,0,0,1871,1871,0
a,a,N,7553,87,-38,-28,a,0,1,0,0,0,1713,1713,0
c,a,W,31962,30,13,0,a,0,0,0,0,0,0,0,0
a,c,W,15186,281,-21,13,b,0,0,0,0,0,0,0,0
b,b,W,3334,268,23,0,a,0,0,0,0,0,0,0,0
a,a,N,202584,1177,72,3,a,0,0,1,0,0,48010,23150,1
a,a,N,21828,1193,-10,17,a,0,0,0,0,0,0,0,0
a,a,W,7352,420,-24,-18,c,1,0,0,0,0,950,950,0
a,a,W,1405,51,0,-43,a,0,0,0,0,0,0,0,0
a,b,N,20061,73,-32,44,a,0,0,0,0,0,0,0,0
a,a,W,12017,79,16,-38,a,0,0,0,0,0,0,0,0
a,a,W,11601,1269,19,27,c,0,0,0,0,0,0,0,0
b,a,W,5276,366,6,9,a,0,0,0,0,0,0,0,0
a,a,N,8714,566,24,-15,a,0,0,0,0,0,0,0,0
a,a,N,190948,97,12,2,a,0,0,0,0,0,0,0,0
a,a,W,4515,16,3,-2,a,1,0,0,0,0,114,114,0
a,b,W,43716,36,-10,-27,a,0,0,0,0,0,0,0,0
a,b,N,24567,45,28,19,a,0,1,0,0,0,1087,1087,0
a,a,W,4357,226,-12,17,a,1,0,0,0,0,526,526,0
a,a,W,15178,176,-21,-44,a,0,0,0,0,0,0,0,0
a,a,W,13952,108,30,16,a,0,0,0,0,0,0,0,0
a,b,W,5329,143,15,-26,b,0,0,0,0,0,0,0,0
a,a,N,44640,359,-15,-64,a,1,0,0,0,0,769,769,0
a,a,W,11704,142,-34,-6,a,1,0,0,0,0,355,355,0
b,c,W,20454,241,-70,16,a,0,0,0,0,0,0,0,0
a,a,W,35042,1048,43,7,a,0,0,0,0,0,0,0,0
b,a,N,28280,127,31,13,a,1,0,0,0,0,292,292,0
a,a,N,5776,598,42,1,a,0,1,0,0,0,1806,1806,0
b,a,N,17374,157,-3,9,a,0,0,0,0,0,0,0,0
a,a,W,3385,64,4,-17,a,0,1,0,0,0,9875,9875,0
a,c,W,52749,538,-20,23,a,0,0,0,0,0,0,0,0
a,a,W,3887,210,-21,-37,b,0,0,0,0,0,0,0,0
a,a,N,133314,655,31,78,a,0,0,1,0,0,31517,15819,1
a,a,N,3223,104,-10,7,a,0,0,0,0,0,0,0,0
a,b,W,53360,489,24,-4,a,0,0,0,0,0,0,0,0
a,b,W,48189,244,-37,-42,a,0,0,0,0,0,0,0,0
a,a,N,1047,216,-5,-29,a,0,1,0,0,0,2795,2795,0
a,a,W,19349,358,-11,-25,a,0,0,0,0,0,0,0,0
b,a,W,14980,175,36,0,b,0,0,0,0,0,0,0,0
a,a,W,1721,288,-13,-39,a,1,0,0,0,0,648,648,0
a,a,N,23039,92,-48,-17,a,0,1,0,0,0,4499,4499,0
a,a,W,58937,493,-9,20,a,0,0,0,0,0,0,0,0
b,c,N,17654,172,-70,41,a,0,0,0,0,0,0,0,0
a,a,W,21301,38,36,17,a,0,1,0,0,0,2535,2535,0
a,a,N,114303,217,50,-58,a,0,0,0,0,0,0,0,0
a,a,N,85963,453,-8,8,a,0,0,1,0,0,78316,61094,1
a,a,N,169039,1219,35,79,a,0,0,1,0,0,50658,28458,1
a,a,W,59260,892,-15,1,a,1,0,0,0,0,292,292,0
a,a,W,7537,217,-34,2,a,0,0,0,0,0,0,0,0
a,a,W,1324,505,48,-22,c,0,0,0,0,0,0,0,0
b,b,N,19860,323,-9,-32,a,0,0,0,0,0,0,0,0
a,b,N,38582,101,-33,-58,a,1,0,0,0,0,24,24,0
a,a,W,16069,306,0,-43,a,0,0,0,0,0,0,0,0
a,a,N,48696,219,3,56,a,1,0,0,0,0,140,140,0
a,a,N,45207,546,2,30,a,0,0,0,0,0,0,0,0
c,a,W,42161,654,34,26,a,0,0,0,0,0,0,0,0
a,a,N,46397,867,-40,-11,a,0,0,0,0,0,0,0,0
a,b,W,124201,651,35,89,a,0,0,1,0,0,28824,12842,1
b,a,W,132755,5076,137,114,a,0,0,1,0,0,44132,20402,1
a,b,N,20787,26,40,15,a,0,1,0,0,0,1453,1453,0
b,a,W,23936,814,-18,-19,a,0,1,0,0,0,2461,2461,0
b,b,N,7672,959,43,-17,a,0,1,0,0,0,3856,3856,0
b,a,W,19923,410,28,1,b,1,0,0,0,0,241,241,0
a,b,W,7285,499,8,-42,a,0,0,0,0,0,0,0,0
a,a,W,84363,572,17,-2,a,0,1,0,0,0,1348,1348,0
a,b,W,5728,1101,-19,30,a,1,0,0,0,0,524,524,0
a,a,W,59492,125,-32,64,a,0,0,0,0,0,0,0,0
a,a,W,24968,405,7,-2,a,1,0,0,0,0,183,183,0
a,a,W,25911,306,-31,-6,b,1,0,0,0,0,881,881,0
a,a,N,25737,50,-63,-2,a,0,0,0,0,0,0,0,0
a,a,W,6561,250,43,-11,b,0,1,0,0,0,2795,2795,0
b,a,W,2447,49,-44,21,a,1,0,0,0,0,453,453,0
a,a,N,4164,437,-19,-6,a,1,0,0,0,0,753,753,0
a,a,N,173697,50,-7,-26,a,1,0,0,0,0,150,150,0
a,a,W,18038,239,-29,-43,a,0,0,0,0,0,0,0,0
b,b,N,45605,224,-33,-25,b,0,0,0,0,0,0,0,0
a,b,W,57029,468,-12,14,a,0,0,0,0,0,0,0,0
a,a,W,74144,15,7,0,c,0,0,0,0,0,0,0,0
a,a,N,38006,28,-31,-1,a,0,0,0,0,0,0,0,0
a,b,N,9440,29,-47,-6,a,0,0,0,0,0,0,0,0
b,b,W,64183,469,-21,42,a,0,0,0,0,0,0,0,0
b,a,N,30179,324,-28,18,a,0,0,0,0,0,0,0,0
a,b,W,4626,755,-8,-16,a,0,0,0,0,0,0,0,0
a,a,W,17369,82,-62,16,a,0,1,0,0,0,1759,1759,0
a,b,N,1255,28,-8,-12,c,0,1,0,0,0,1120,1120,0
c,a,W,63387,1190,2,63,a,0,0,0,0,0,0,0,0
a,a,N,54589,3671,33,43,a,0,0,1,0,0,52884,26728,1
b,a,N,1725,145,40,36,a,0,1,0,0,0,1516,1516,0
a,a,N,190228,5408,87,71,a,0,0,1,0,0,69443,40946,1
b,a,W,4063,207,44,16,a,0,1,0,0,0,1443,1443,0
b,b,W,5097,604,-9,7,c,0,0,0,0,0,0,0,0
a,a,W,32577,280,-24,-7,a,0,0,0,0,0,0,0,0
c,a,N,20118,399,48,30,a,1,0,0,0,0,227,227,0
b,a,W,4224,681,-10,-17,a,1,0,0,0,0,986,986,0
a,a,N,59148,102,-48,13,c,0,0,0,0,0,0,0,0
b,b,N,357805,256,19,19,a,0,0,1,0,0,77275,28799,1
a,b,W,67747,291,15,-28,c,0,1,0,0,0,3837,3837,0
b,a,N,38203,934,46,14,a,0,0,0,0,0,0,0,0
a,a,W,30648,30,-46,38,a,0,0,0,0,0,0,0,0
a,a,N,11790,65,26,33,a,0,1,0,0,0,2367,2367,0
a,c,W,15164,431,66,-21,a,0,1,0,0,0,2092,2092,0
b,a,N,17367,373,10,31,a,0,1,0,0,0,3612,3612,0
c,a,N,11170,78,-23,6,a,0,0,0,0,0,0,0,0
a,a,W,107108,479,53,4,a,1,0,0,0,0,936,936,0
a,b,W,21047,308,-34,-8,b,0,0,0,0,0,0,0,0
a,a,W,5408,438,-6,-3,a,0,0,0,0,0,0,0,0
a,a,W,4834,512,30,15,c,0,0,0,0,0,0,0,0
a,a,W,5191,238,32,-50,a,0,0,0,0,0,0,0,0
a,a,N,66895,7217,122,26,a,0,0,1,0,0,44524,21858,1
a,a,N,63699,191,51,16,b,0,1,0,0,0,2542,2542,0
a,a,W,36188,1262,-14,-1,a,0,0,0,0,0,0,0,0
a,a,W,18717,264,-6,11,a,0,1,0,0,0,6120,6120,0
a,b,N,5141,559,-21,-17,a,0,0,0,0,0,0,0,0
b,a,N,85429,3318,48,107,b,0,0,1,0,0,131871,55876,1
a,a,W,22848,97,29,-9,a,0,0,0,0,0,0,0,0
a,b,W,11834,226,40,-18,a,0,0,0,0,0,0,0,0
a,b,W,54667,442,30,21,a,0,0,0,0,0,0,0,0
a,b,N,56411,423,-8,-25,a,0,0,0,0,0,0,0,0
a,b,N,748395,557,40,55,b,0,0,1,0,0,73559,31678,1
a,a,N,43392,225,46,2,a,0,1,0,0,0,4113,4113,0
a,a,N,26885,61,-12,-18,a,0,0,0,0,0,0,0,0
a,a,W,6471,510,27,-25,a,0,0,0,0,0,0,0,0
a,c,W,337205,577,110,130,a,0,1,0,0,0,19268,9068,1
a,a,W,37138,249,62,-10,a,0,0,0,0,0,0,0,0
a,a,N,450797,848,141,8,a,0,0,1,0,0,253790,89598,1
a,a,N,106267,94,-34,20,a,0,0,0,0,0,0,0,0
a,b,W,31928,486,71,-9,a,0,1,0,0,0,1289,1289,0
a,b,W,19166,76,13,-27,a,0,1,0,0,0,6521,6521,0
c,b,N,20057,222,60,51,a,1,0,0,0,0,130,130,0
a,a,W,25061,53,32,-32,a,0,0,0,0,0,0,0,0
a,a,W,9270,124,7,18,a,1,0,0,0,0,549,549,0
b,a,N,52312,147,8,-44,a,0,0,0,0,0,0,0,0
a,a,W,15997,52,-5,-8,a,1,0,0,0,0,618,618,0
a,a,N,8804,89,-13,-10,c,0,1,0,0,0,3198,3198,0
a,a,W,7996,344,21,45,a,0,1,0,0,0,1230,1230,0
a,a,W,569148,952,100,58,a,0,0,1,0,0,42436,30863,1
a,b,W,25338,358,9,-39,a,0,1,0,0,0,3139,3139,0
a,a,N,56669,11,13,-50,a,0,0,0,0,0,0,0,0
b,b,N,480027,2499,77,30,b,0,0,1,0,0,27653,11409,1
a,a,N,11841,699,-82,27,a,0,1,0,0,0,5244,5244,0
a,a,N,11354,48,-2,19,a,1,0,0,0,0,207,207,0
a,a,W,47413,147,-25,-9,a,0,0,0,0,0,0,0,0
a,a,N,19733,14,-2,47,a,0,0,0,0,0,0,0,0
a,a,W,87231,211,37,3,a,0,0,0,0,0,0,0,0
b,a,W,18986,388,-21,28,a,0,0,0,0,0,0,0,0
b,b,W,10706,65,24,-18,a,0,1,0,0,0,2982,2982,0
b,b,W,20961,130,-1,-2,a,0,0,0,0,0,0,0,0
a,a,W,12504,57,33,19,a,1,0,0,0,0,682,682,0
c,b,W,9916,33,10,-45,a,0,1,0,0,0,3326,3326,0
a,a,W,1840,34,13,11,a,0,1,0,0,0,1082,1082,0
a,c,N,96559,561,-10,30,a,0,1,0,0,0,2063,2063,0
a,a,W,9763,225,-46,52,a,0,1,0,0,0,1591,1591,0
a,c,N,39643,308,-1,-43,b,0,0,0,0,0,0,0,0
a,b,W,66599,221,-1,39,a,0,1,0,0,0,2756,2756,0
a,b,N,75404,161,39,-23,a,0,0,0,0,0,0,0,0
b,a,W,127552,1222,49,101,b,0,0,1,0,0,28617,10632,1
a,a,N,46234,80,0,6,b,0,1,0,0,0,4320,4320,0
a,a,W,3703,1146,31,-13,a,0,1,0,0,0,3710,3710,0
a,a,N,42638,445,-10,-24,a,0,0,0,0,0,0,0,0
a,a,N,45816,67,59,-11,a,0,1,0,0,0,1784,1784,0
a,c,N,28293,566,18,-36,b,0,1,0,0,0,2868,2868,0
a,a,W,75166,127,-9,-19,a,0,0,0,0,0,0,0,0
a,a,W,74180,77,78,10,a,1,0,0,0,0,162,162,0
b,a,N,7929,408,-8,30,b,0,0,0,0,0,0,0,0
c,a,N,8548,110,-17,18,a,0,0,0,0,0,0,0,0
b,a,W,34428,185,-3,-4,a,0,1,0,0,0,2003,2003,0
a,a,W,42597,168,-15,3,a,0,1,0,0,0,4180,4180,0
a,a,W,74950,512,18,1,a,0,1,0,0,0,2186,2186,0
a,b,W,231430,90,28,-19,a,0,1,0,0,0,2596,2596,0
a,a,W,28149,51,-34,25,a,0,0,0,0,0,0,0,0
c,b,N,29725,117,-8,-14,a,1,0,0,0,0,365,365,0
b,c,N,2952,282,34,19,b,1,0,0,0,0,181,181,0
a,a,N,5094,199,-15,9,a,0,0,0,0,0,0,0,0
a,b,N,63878,12,-53,37,a,1,0,0,0,0,479,479,0
b,a,W,105212,460,-20,2,a,1,0,0,0,0,672,672,0
a,a,W,12174,785,-30,-26,a,0,0,0,0,0,0,0,0
a,a,N,13301,397,-4,-29,a,1,0,0,0,0,522,522,0
b,a,W,18060,385,-18,0,a,1,0,0,0,0,144,144,0
a,c,W,124404,387,8,5,a,1,0,0,0,0,780,780,0
a,a,N,12644,182,-20,-35,a,0,0,0,0,0,0,0,0
a,a,N,72751,336,-18,49,a,1,0,0,0,0,836,836,0
a,a,W,21708,193,-67,4,b,1,0,0,0,0,598,598,0
a,a,N,22894,361,25,-41,a,0,0,0,0,0,0,0,0
a,c,W,37297,161,24,-37,a,1,0,0,0,0,162,162,0
b,a,N,58094,698,68,1,a,0,0,0,0,0,0,0,0
a,a,W,13287,381,-15,53,b,1,0,0,0,0,371,371,0
a,a,N,24933,177,-23,5,a,0,0,0,0,0,0,0,0
a,a,W,106226,1189,-26,-1,a,0,1,0,0,0,1576,1576,0
a,a,W,33866,111,27,-13,b,0,0,0,0,0,0,0,0
a,a,W,9639,93,-71,16,b,0,1,0,0,0,2056,2056,0
a,a,N,14618,292,-26,-34,b,0,0,0,0,0,0,0,0
a,b,W,22860,1167,-5,14,a,0,0,0,0,0,0,0,0
a,a,W,66185,172,29,41,b,0,0,0,0,0,0,0,0
b,b,N,3589,31,-12,-53,a,0,0,0,0,0,0,0,0
a,c,N,15233,44,38,-4,a,1,0,0,0,0,314,314,0
a,c,W,4610,375,41,32,a,1,0,0,0,0,824,824,0
a,a,W,62351,43,10,6,a,0,0,0,0,0,0,0,0
a,c,N,64856,271,-45,-28,a,1,0,0,0,0,572,572,0
a,b,N,34942,674,22,-9,a,0,0,0,0,0,0,0,0
a,b,W,6931,79,37,-23,a,0,1,0,0,0,2325,2325,0
a,a,W,48529,25,-51,-24,a,0,0,0,0,0,0,0,0
c,a,N,1500,59,-10,-30,a,0,1,0,0,0,1093,1093,0
a,c,W,16381,479,22,-22,a,0,1,0,0,0,1427,1427,0
a,a,W,44068,59,-36,-18,a,0,0,0,0,0,0,0,0
a,a,W,18791,15,-1,-38,a,0,0,0,0,0,0,0,0
a,a,N,124851,2361,45,44,a,0,1,0,0,0,27222,8571,1
a,b,N,23058,165,11,4,a,0,0,0,0,0,0,0,0
a,a,W,45843,73,25,-1,a,0,0,0,0,0,0,0,0
b,c,W,18132,258,-32,-9,a,0,1,0,0,0,3248,3248,0
b,a,W,42601,43,25,-16,a,0,0,0,0,0,0,0,0
a,a,N,88646,287,7,-92,a,0,0,0,0,0,0,0,0
b,a,W,14583,52,35,-7,a,0,0,0,0,0,0,0,0
a,a,N,153453,124,-14,-16,a,0,0,0,0,0,0,0,0
a,a,W,9916,229,-4,6,c,0,1,0,0,0,1654,1654,0
b,a,N,137055,2701,32,68,a,0,0,1,0,0,25424,19124,1
b,a,W,19585,269,55,-10,a,0,0,0,0,0,0,0,0
a,a,N,18183,62,1,-28,b,0,1,0,0,0,1015,1015,0
a,a,N,31965,204,6,32,b,0,0,0,0,0,0,0,0
a,a,W,21961,110,9,-19,a,0,0,0,0,0,0,0,0
a,a,N,114174,1998,72,92,a,0,0,1,0,0,20187,13795,1
b,a,W,18928,79,26,16,a,1,0,0,0,0,445,445,0
a,a,N,15868,66,0,28,a,0,0,0,0,0,0,0,0
a,c,W,6315,83,-3,-38,a,0,1,0,0,0,2086,2086,0
a,a,N,25179,82,36,13,a,1,0,0,0,0,634,634,0
a,a,N,5980,229,-14,13,b,0,1,0,0,0,3019,3019,0
b,a,W,8209,50,-14,21,c,0,0,0,0,0,0,0,0
b,a,N,64858,177,-33,22,b,0,0,0,0,0,0,0,0
a,a,W,41762,481,-40,31,a,0,0,0,0,0,0,0,0
a,a,W,53927,266,9,-33,a,0,0,0,0,0,0,0,0
a,a,W,91783,57,-24,32,a,0,0,0,0,0,0,0,0
a,a,N,354160,304,63,0,a,0,0,1,0,0,133595,43206,1
a,a,N,101983,495,121,164,a,0,0,1,0,0,65513,36588,1
a,a,N,2242,168,47,-21,a,0,0,0,0,0,0,0,0
